id,title,year,movie_embedding
171,Jeffrey,1995,"[0.012648036,0.02510489,-0.0043013324,0.0075278883,0.017185828,-0.01117923,0.019571297,0.023211105,0.0021204385,-0.0046318513,0.027146248,-0.011817967,-0.011612475,0.009809668,0.005220532,-0.0007086558,0.025170907,-0.0028901207,-0.010592612,0.013924458,-0.017835354,-0.0076042004,0.009926973,0.0371517,0.010872133,0.029477596,0.047638144,0.010046336,0.01583862,0.014722102,0.014612571,-0.0100406585,-0.023768844,0.0007518963,0.012572329,-0.03770094,-0.011879686,-0.0052001984,0.019454204,0.03260586,0.013393898,-0.02310125,0.017814854,0.009180279,0.019104537,0.018890498,0.0007586338,-0.017211715,-0.0025552036,0.021224262,-0.0011795104,0.014938145,0.010321109,0.008402058,0.009729438,-0.0055418788,0.014633056,0.018981814,0.0031546943,0.03184334,-0.01123041,-0.009059903,0.003034727,0.025104983,0.013632761,0.0034796763,-0.0069266804,0.038950257,0.020109849,0.020237055,-0.00026563375,0.012505482,0.006514092,0.009780841,0.014115047,-0.0022509757,-0.011504933,-0.015478614,0.022850541,0.012946212,-0.018741937,0.04480352,-0.019069836,-0.006447296,-0.004165425,-0.0038278946,0.009049778,0.0128686195,-0.007712662,0.02631799,0.0043295925,0.0042947847,-0.01593099,-0.01556824,0.0076941904,-0.005048382,0.003388568,-0.0031509753,-0.0022814237,-0.010002454]"
172,Johnny Mnemonic,1995,"[-0.011249203,-0.011348989,0.001064222,0.0032756673,-0.0005635259,0.010671482,-0.007995162,-0.0032324637,0.0016665496,-0.0025600763,0.0036559606,-0.006655575,-0.0023288052,0.004835855,0.0065911678,-0.009735109,0.015556026,0.007690891,0.005235919,-0.0069077252,0.015311774,0.019637741,0.008167245,-0.0027839919,-0.0010037007,0.014417842,-0.0071029444,0.004799802,0.002071316,0.006353602,-0.0059389193,-0.012633638,0.005107892,0.014248918,0.0046114395,0.0043621906,0.021278674,0.01164046,-0.0026016862,-0.0062589557,-0.0019860147,0.0097961,-0.0069505675,-0.0051839575,0.011757779,-0.00084798725,0.006205533,0.010951727,-0.0063700653,0.011356711,0.0047873743,0.00534809,0.007680936,-0.008302284,0.01124728,-0.004325009,0.002166254,-0.012894469,0.006219442,0.0003501066,0.004878128,0.0022233098,0.0004517633,0.0014144805,0.015218113,-0.004520094,-0.011213545,-0.001171744,0.014201022,-0.0013667165,0.003542388,0.0007617892,0.007813472,0.018035913,0.012891256,-0.0021104743,0.0012686877,0.008284515,0.013294355,0.01759269,0.0072478224,0.009514945,-0.0009710254,0.013121974,0.016971659,0.012870818,0.0088630235,0.0067898803,0.0036519866,0.0009451448,0.005919799,-0.011634904,0.0020804456,0.010274351,0.0044642305,-0.0059035327,-0.00063860585,-0.00295294,0.014495458,-0.008224262]"
173,Judge Dredd,1995,"[-0.0050413054,-0.009871945,0.014171372,0.010083669,-0.0061890464,0.001843757,-0.009403352,0.0014791131,-0.00075195264,0.0064632045,0.0007616496,-0.006467332,-0.0022916212,0.00510011,-0.0036927306,0.010779929,0.008012842,0.012946269,0.011974979,-0.0058346703,-0.00392393,0.007753594,-0.0038682143,0.004548375,0.0016327102,0.0073253047,0.0057515427,0.009013887,0.0047539235,0.0012707171,0.0009251934,-0.013893126,0.0036592484,0.0040885587,0.0068094465,0.011294301,-0.004282172,0.008098716,-0.0008398368,0.01224367,0.01275825,-0.0046452046,0.007500834,0.0144682,0.011933139,-0.0013381495,-0.0010412383,0.0054027196,0.0019605178,0.001913381,0.0062191295,-0.00535616,0.012479025,-0.0028499356,0.00410937,0.0033435726,0.0077528474,0.009724621,0.01153017,-0.008325484,0.00871984,-0.0013594903,-0.0013138424,0.0006175996,0.005424275,0.006170996,-0.0045424257,-0.0076864525,-0.005855457,0.0088775,0.0021291783,0.004259551,0.0029479354,0.0091916565,-0.008909268,0.00070512644,0.01963949,0.0043827244,-0.0022823943,0.0048113777,0.007437017,-0.00019744894,0.012653678,0.0033008044,-0.0010832472,0.007621269,0.007272345,0.004058224,-0.0004935794,0.003422084,0.010084459,0.00010919159,0.00223286,-0.009988448,0.0032267652,-0.0006886132,-0.0055148737,-0.00084846356,0.0030718406,0.008543858]"
174,Jury Duty,1995,"[0.0074751177,0.003928005,0.011051309,0.011095638,0.005110823,0.0126042655,0.0072749937,0.0020470093,0.0039629145,0.014235483,0.006054218,-0.006735692,-0.00021046515,0.00657138,-0.0069716647,0.0059992317,0.012020958,0.009696829,0.005003566,0.0008501845,-0.00213855,-0.000965637,-0.008860453,0.012504056,0.0043013357,0.0045511317,0.00075397413,0.009808792,0.004894879,-0.009109467,0.004290147,0.0028876227,0.00214832,0.010929074,0.012485415,0.004306186,-0.016304731,0.009078112,-0.005826107,0.018607609,0.008527224,-0.012307911,0.014685552,0.0051561613,-0.00265725,-0.0031622024,0.013109196,0.005617148,0.010925661,0.0024526196,0.0044521047,0.004440437,0.010373244,-0.018444153,0.0066384957,0.0084098205,0.0217032,0.006631182,0.007411816,-0.007900877,0.010403672,0.004219178,0.0035616052,-0.00055725843,0.0019324931,0.00063055794,0.001640147,0.0015641622,-0.0032691562,0.0023965593,-0.0014301406,0.0054473802,0.007639958,0.007309483,-0.008923403,-0.0020172242,0.010985508,0.012986824,-0.005840446,-0.004906668,0.020700661,0.007349904,0.022625655,0.0038905346,-0.011375469,0.009633136,0.022683224,0.009212889,0.0071575693,0.0017843432,0.006598812,0.006202729,0.0026564244,-0.0072108884,0.0023647635,-0.0024092966,-0.006329058,-0.00073254976,-0.0027808717,0.0020300418]"
175,Kids,1995,"[-0.005562024,0.00014517205,0.0026184341,-0.0015997516,-5.759898e-05,0.0054445774,0.005590401,-0.0017084259,-0.0036219924,0.0034645393,0.0058271494,-0.005408761,-0.004114848,0.0031503292,0.0011092769,-0.011079268,0.009485273,0.008486757,-0.00084442593,0.0046279,-0.007893329,-0.0006882134,0.0054095048,0.011700689,-0.01142092,0.0111366585,-0.0011113359,-0.00065894064,0.006911588,-0.0004923853,0.0041836356,0.0018790584,-0.0017634367,-0.002805664,0.0066163437,0.003083316,0.0008975797,0.009253904,-0.0074009616,-0.0026748471,-0.00015450316,0.016614888,0.011172907,-0.0034296364,0.009413852,0.0061707036,0.0067719505,-0.009149216,-0.00062179466,0.0041623176,0.0016710403,0.016360369,0.011600817,0.008656839,-0.0084483735,-0.0051446366,-0.0070389616,-0.004121718,-0.00017896458,-0.0122014545,0.003202232,-0.0065556024,-0.0023192114,-0.0019098914,-0.00043064653,-0.003842552,-0.004489074,0.0112461755,-0.007931063,-0.00544088,0.0049478933,-0.011078151,0.011922205,-0.01335596,0.00050933135,0.007859893,1.6264066e-05,0.0062839324,0.0007846073,-0.0011694983,-0.009648605,-0.0006039814,-0.004702704,0.0066507477,0.0052376348,-0.0038856987,-0.0021733397,0.0009820363,-0.005129585,0.0010375803,-0.0075889267,-0.0040361173,0.003775582,0.0057345126,0.0006593506,0.0020349666,-0.00049537077,0.010141406,-0.0045950743,-0.0041009644]"
176,Living in Oblivion,1995,"[-0.00010775333,0.0008966388,0.013092387,0.0062093614,-0.0020054842,0.00560254,-0.0070180423,0.0025170955,0.012101726,0.013211295,-0.00061295455,-0.011755198,-0.0039365054,-0.005779578,0.007151941,0.017434236,0.023986114,0.00695351,0.0016920127,0.005070202,0.010669817,0.0048125153,0.0026995537,0.016306436,-0.005313055,0.0059411535,-0.0022818628,0.0059386548,0.021163289,0.0011804616,0.005560814,-0.005939773,-0.004709289,0.009321733,0.0073487456,-0.006662632,-0.003508127,0.010657544,0.0044934875,0.009143999,0.0033775293,0.0036195447,0.009126586,0.004730197,-0.003943413,-0.0031174207,0.012343136,0.0030976457,-3.359438e-05,0.007893656,0.001960008,0.008762403,0.005244655,-0.0010326564,-0.0039213384,-0.0024604197,0.017943885,0.0017267393,0.0033391358,-0.0056554484,0.019017216,0.0076823453,0.0016688259,0.0059321173,0.0022244884,-0.0063540014,-0.0018646099,0.015869265,0.00061090145,0.008581297,0.009313275,0.0027524205,0.0134470835,0.0047644447,0.003914195,-0.009754627,0.014663198,0.013756895,0.0070559653,0.0034383228,0.015101104,0.0007855393,0.012553276,0.00063257397,-0.013198304,0.010727874,0.018948156,0.015005554,0.0042874315,0.0056549944,0.0060774884,0.00041884958,0.0030611355,-0.010369629,0.0072911107,0.0035342032,0.0005604335,-0.0099527985,0.0018845851,0.0050148754]"
179,Mad Love,1995,"[0.008235804,0.009467651,0.00088772475,-0.0012007647,-0.0029668722,0.0077537256,-0.014710497,0.0046800403,0.0042954413,0.023409868,-0.0021132175,-0.007602423,-0.0041943337,0.024357889,0.020321537,0.014852477,0.016766146,0.012999095,0.020600112,-0.0020719517,-0.0056749363,-0.0029002836,-0.008837197,0.0010043923,0.018484702,0.017766684,-0.0032868015,-0.00045661427,0.023014234,0.008089521,-0.00781814,-0.005650186,-0.0091539025,0.010543786,0.0065944274,0.005508375,-0.009617526,0.01293884,-0.008659021,0.016525583,0.008714606,-0.006380196,0.011258487,0.0063783824,0.0035619987,0.012331884,-0.009407389,0.010255354,0.016867762,0.017268103,-0.011239074,0.011951871,0.001928214,0.00080535276,0.0051150466,0.008838973,0.0038206903,0.010766142,0.007951564,-0.0073900274,0.028743997,0.014934598,-0.0056965696,0.0157899,0.018842783,0.007102653,0.016849855,0.011750239,-0.005625331,0.004315047,0.012743694,-0.0065869605,0.009284618,-0.007023762,-0.0061919205,-0.019653773,0.023850407,0.005614512,0.018302426,0.013458901,-0.0007562987,0.018895771,0.011269918,0.018061612,-0.0014214288,0.023833662,0.026980046,0.013468452,0.016878258,0.00845856,-0.0043534827,0.0073484764,0.013495615,0.0053768074,0.013903424,-0.0030602526,-0.009358633,-0.0013333944,-4.9395177e-05,0.0072336737]"
180,Mallrats,1995,"[0.013822886,0.0019947896,-0.012818653,0.006733865,0.0056031863,0.006258496,0.009601082,-0.007659499,0.0070456034,-0.00083303417,0.01036521,-0.007921147,0.0105854655,-0.00331269,0.014148533,-0.00022862857,0.0036613613,-0.0033741875,-0.01695005,-0.006921539,0.008230772,0.00094047503,0.005820831,0.006948256,0.0038842014,0.0088728415,0.0027525222,-0.0049308715,0.005261784,0.0007598815,0.0031670786,0.0067031346,-0.003792363,0.007478866,0.0059712976,-0.0037900852,0.012770747,-0.0029185065,0.0006914962,-0.0022124886,-0.0020192014,0.010851881,-0.0055586733,-0.0140934475,0.006404631,-0.002729797,-0.0038815215,-0.00027650752,0.009516535,-0.010247486,-0.004574343,0.0002613892,0.007015029,-0.001792842,0.005021475,-0.001491081,0.0035432072,-0.0055384734,-0.0012380186,0.015019887,-0.0073896605,0.00026149224,-0.005364509,-0.004849424,-0.00293562,0.012786177,0.010666414,0.01722067,0.009938503,0.01564566,-0.0004378603,0.009663485,1.5840227e-05,0.0050363406,0.017525524,0.014462866,0.0032905617,0.00737802,0.0052933097,0.009056175,-0.0076092435,-0.008014598,0.0035734014,0.011549841,0.0024282564,0.005393056,-0.0006129659,-0.008766434,0.0025670032,-0.003846599,0.0055885804,-0.0073130424,0.00103289,0.0013092742,0.0016687925,0.0043057506,0.0038397117,-0.006180668,-0.0011631945,-0.001632194]"
181,Mighty Morphin Power Rangers: The Movie,1995,"[-0.0008535206,0.012088412,0.010719937,0.010859597,0.0045705372,0.01519918,-0.003632246,-0.0058122077,0.005488814,-0.0036506043,0.005429072,-0.006148742,0.0044536446,0.014174033,0.003845775,0.011271306,-0.013679675,0.02055623,0.030653855,0.012050291,0.022546686,-0.007044159,-0.029098907,0.0146839265,0.007895618,0.0023528812,-0.013691554,0.004762417,-0.0010795866,-0.0012842959,0.0006919084,0.015579582,0.012825168,0.015492932,0.021199092,0.0006146863,0.0036098375,-0.012480827,0.0019267506,0.0019672296,-0.027682995,0.01027078,9.1236805e-05,0.014510528,0.008129579,-0.016334923,0.0031296157,0.00022313322,-0.0025486078,0.0026789464,-0.0041204435,0.036319714,0.018675214,0.0020491492,0.004560007,-0.017121784,0.009416381,0.02416795,-0.004391327,-0.010599479,-0.016751993,0.014880503,0.007830544,0.0017922688,-0.0010599188,0.00032876956,0.01176474,0.009901633,0.010357334,-0.019692915,0.016688313,-0.0025849831,0.01239031,0.002818545,-0.0010204861,-0.011026894,0.0068309023,0.0043664402,0.001136267,0.004776571,0.017513651,0.008323348,0.009084951,-0.008150888,-0.011109449,0.00944605,0.01689357,-0.0020168116,0.024832152,0.0029161994,-0.008179843,0.007830553,-0.013521678,-0.0019890573,0.00629966,-0.012580235,0.008704708,0.0027988695,-0.0013536253,-0.0013402052]"
182,Unknown,,"[0.045588512,-0.014478463,0.03337316,0.015357425,0.0073860735,0.016006364,-0.043572318,0.02786753,-0.008606921,0.015169728,-0.040286496,0.016668541,-0.038393717,-0.014011538,-0.0033744746,0.038288996,0.04380883,-0.028092124,0.054544576,-0.02196852,-0.03648207,0.028413845,0.0023533208,0.008838846,0.0017512703,0.05207499,0.028144037,0.0024086987,-0.059557326,-0.021277543,-0.003185083,0.06044667,0.017805208,0.005385473,0.03543033,-0.013780973,0.042000625,0.0016714355,0.034902755,-0.038497128,0.017529693,-0.03046925,0.032545645,-0.030113637,0.05732768,-0.028291684,0.0023538163,0.004535461,0.07977481,-0.026154377,0.010305539,-0.015543007,-0.03729927,-0.02437442,-0.030860942,0.024042858,0.011950367,0.016749062,-0.004411517,-0.0123618115,0.035567336,0.004377782,0.04420262,0.008852903,0.022547247,0.023794474,0.0126783075,0.03424669,0.07396568,-0.023063095,-0.013508465,0.072828375,0.053239103,-0.027327674,-0.039302114,0.037598357,-0.022080973,-0.034413673,0.004264436,0.058753528,-0.060546555,0.0001669696,-0.00053061364,-0.06690056,-0.015005897,-0.021429513,0.04298342,-0.00967736,-0.053593,0.00544739,-0.04263698,0.030958919,0.023324,0.03501958,-0.04649052,0.051205516,0.040204745,-0.016365519,-0.01819574,0.037139602]"
183,Mute Witness,1994,"[0.007540696,0.007630389,0.008547378,0.014811008,0.010048209,0.017173078,-0.013476412,-0.0071976837,-0.018305764,0.010553863,0.0037293357,-0.015155725,-0.005546632,-0.0042714076,-0.00056625006,-0.006146815,0.007808352,-0.0064704623,-0.027376955,-0.011451108,0.020043949,0.0033908833,-0.0031290343,-3.9414215e-05,-0.007105133,0.008240658,0.014035843,0.020188738,0.031283308,-0.010676725,0.031184087,-0.01411426,-0.009258395,0.012169773,0.0029289352,0.008709678,0.020565595,-0.011291406,0.009654682,-9.344779e-05,-0.013629184,0.026783608,-0.003911087,-0.0018931857,-0.0026625853,-0.013351868,-0.010990524,-0.0009948971,0.015530185,-0.00012133302,-0.011922064,0.010221116,0.010662277,0.004499922,-0.019438695,0.0022685607,0.01957833,0.011390915,0.0014516707,-0.0067148693,0.01021352,0.00661243,0.0038659442,-0.001722196,0.0165477,0.0023059694,0.010504145,-0.00379055,0.007160608,0.0076821577,0.0081160925,-0.00010793268,0.0066800644,-0.0063055544,-0.02027124,0.0014122361,-0.012737474,-0.0040340666,0.00022075803,0.003092987,-0.008448177,0.010452826,-0.013441338,-0.0032287796,0.0063285916,0.014446412,-0.0023203965,0.01623275,-0.007656065,0.010059908,-0.007278578,-0.012362851,-0.020760432,0.008688984,0.012304245,0.008109342,0.0129332645,0.00786221,0.015456998,0.011789938]"
184,Nadja,1994,"[0.018117514,-0.007973884,-0.010574534,-0.004820177,-0.0062287105,0.017570324,0.024423562,-0.042344097,-0.013983427,-0.012634667,-0.0022786316,0.031863097,-0.021501878,0.04987086,0.0120954765,-0.02482682,-0.027567953,0.021981906,0.025654625,0.023873145,-0.06120817,0.00921413,-0.016462985,-0.016452145,0.0013255896,0.0067184423,0.036846094,0.003954358,5.6963272e-05,-0.013572866,-0.0014030943,-0.03510992,0.046080053,-0.009156374,0.0064744083,0.035001267,0.040922612,-0.049860947,-0.0054341233,0.011012664,-0.00874756,0.014757501,0.01786831,0.010193904,0.016592637,0.0058999336,0.0010139989,-0.005788251,0.00082932075,0.002391853,-0.00044218,-0.038501322,0.012479077,0.004561445,0.012525538,0.007621559,-0.019254807,0.006768181,-0.0010356088,-0.010292529,0.020012697,0.0057818107,0.011162437,0.0022315476,-0.036290005,0.0010917842,-0.001557993,0.011045049,0.027909797,0.042040247,-0.004132569,-0.023117248,0.006519934,0.023968982,-0.025748713,-0.0022255809,0.0019637488,0.017041968,-0.005724004,-0.0091699045,-0.015126366,-0.021040201,0.02863737,0.008560779,0.016464375,-0.0070779687,0.049654532,0.013152755,0.010744015,-0.019671988,-0.015536025,-0.01948583,0.009097977,-0.024400575,-0.01829269,-0.03419552,0.006775499,0.016891928,0.014539772,0.015327727]"
185,"Net, The",1995,"[0.015240027,-0.02120787,0.002276388,-0.012156546,0.009118198,0.0117105665,0.0056303814,0.013914066,-0.015119872,-0.025043724,-0.010771606,0.022893703,0.009487856,0.0043877913,0.0018689127,0.0066808467,-0.011667548,0.01715424,-0.021908835,0.005736956,0.00490738,0.009112996,-0.0031298415,0.003922987,0.024936901,0.026592812,0.0048076236,-0.0079972455,-0.015341938,0.015714543,-0.002260624,-0.00097334816,0.010488821,-0.015060291,0.0007920291,0.008566787,-0.010953696,-0.006544422,0.011052414,0.008941254,0.01376762,0.0014675292,-0.0037144492,-0.0035464545,0.009904238,-0.0050138556,0.0013561263,-0.008257005,0.0036054016,-0.018356446,-0.010091479,0.0080488045,-0.014952821,0.018892394,0.0039123627,-0.0076135625,-0.0031438342,-0.017047197,-0.00867521,-0.014308794,0.008434687,0.010992601,-0.0022305432,0.02063233,0.007848919,0.00037558575,0.004325851,0.0032287447,0.006108109,-0.011022294,0.0071268035,0.01174669,0.0033172583,-0.004807299,0.00037626206,0.004141912,0.014286001,0.015019872,0.010752968,-0.004876967,0.0100822495,-0.0007366447,0.009604026,-0.0043900977,0.00080461084,0.005998315,-0.004832077,0.0017623856,0.008808019,-0.0075258133,-0.004487341,0.023001378,-0.0006982198,-0.005325879,-0.00464136,0.013185384,0.014578751,0.0042178696,-0.009164902,-0.0064151357]"
186,Nine Months,1995,"[0.05390714,0.011506994,0.049300075,0.013587594,-0.044297863,-0.009828873,-0.038629983,-0.010586562,-0.012220287,0.010467569,0.027174678,0.033702217,0.023814706,-0.00015968221,0.023665093,-0.0008192408,0.034683924,-0.0029833175,-0.0028237551,-0.025651585,-0.005405884,-0.059087608,0.0034021058,-0.00038765333,0.036902715,-0.013064583,0.006986827,0.0022564686,-0.036177486,0.016827378,0.005481605,0.019439131,-0.0028428892,0.030167827,-0.021529501,0.0028362465,-0.0047472413,0.0246807,0.006040466,-0.01344149,0.028472912,0.024186969,0.01316849,-0.03600681,0.013116419,-0.012875088,0.00635695,-0.028757878,0.008045871,-0.031119961,-0.03606196,-0.006795873,-0.0015124368,0.021093255,0.008172713,0.040744852,-0.004886402,-0.015619733,0.0060008615,-0.030262122,0.028543819,-0.047341798,-0.025762256,0.004229837,-0.017485224,0.03904664,-0.015238349,0.04644641,-0.0055479715,0.011433914,0.05667192,0.009252031,-0.037119206,0.018594507,-0.0010683824,0.021171462,0.02248529,-0.020805271,0.048637975,-0.03612645,0.031877097,0.0146545125,-0.0006439739,0.00788962,-0.009373796,0.036743905,-0.056891415,0.02779755,0.041840084,-0.041927893,0.02302566,0.020638969,-0.0009644459,0.018030854,0.019385863,0.017412677,0.015900273,0.012280975,0.013005202,0.00027544238]"
187,Party Girl,1995,"[-0.015857885,0.025671974,0.033474002,0.025337648,-0.029327726,-0.022526033,-0.015800534,0.028136563,0.026148112,-0.0381436,0.038659386,0.0042965882,0.05063595,0.011867342,0.0010588169,0.04705343,-0.0216589,0.0425668,-0.012751279,-0.014462267,-0.022830924,0.0103020035,0.03488423,-0.024086239,-0.01427684,-0.010121862,0.044618998,-0.028742632,-0.025991537,0.01849973,-0.03280378,0.024772841,-0.006556002,-0.011438455,0.06653291,0.015146031,0.030393412,0.016062222,0.012786795,-0.00085404544,0.023426987,-0.01917215,-0.04900607,-0.02362973,0.013705377,0.013260942,-0.022514565,0.031316523,0.03799103,-0.029385597,-0.015097127,-0.046379816,0.026887199,0.0060393163,-0.0188744,-0.015119863,0.0357243,-0.009234949,0.05208702,0.019904852,0.0055587096,0.0045735664,-0.0062879673,0.0009703852,-0.023733703,0.009813993,0.008445237,0.013582988,0.0044299047,-0.0058574155,-0.00013453796,0.020630946,-0.014232086,0.04112673,0.036768623,-0.027784718,-0.024039594,0.020359054,0.020336434,0.02145275,-0.014597045,0.014876733,0.0042855307,0.02999504,-0.013333216,0.015581673,-0.0053559975,0.016598722,-0.018298825,0.0024251225,-0.0055753672,0.0019272942,-0.072591424,-0.016525619,0.036772087,-0.012296392,-0.016812097,-0.005702057,-0.004608885,0.020965444]"
